tipo,odor,cor_chapeu,cor_branquias,regiao,cor_esporos
Comestivel,Anis,Branco,Cinzento,Gramados,Preto
Comestivel,Anis,Amarelo,Cinzento,Prados,Preto
Comestivel,Anis,Amarelo,Rosa,Madeira/Árvores,Castanho
Comestivel,Anis,Branco,Cinzento,Prados,Castanho
Comestivel,Nenhum,Cinzento,Chocolate-Claro,Gramados,Preto
Comestivel,Almíscar,Branco,Preto,Gramados,Castanho
Comestivel,Anis,Amarelo,Branco,Prados,Preto
Comestivel,Almíscar,Amarelo,Castanho,Caminhos,Preto
Comestivel,Almíscar,Castanho,Branco,Caminhos,Castanho
Comestivel,Almíscar,Branco,Preto,Prados,Castanho
Comestivel,Anis,Amarelo,Castanho,Gramados,Castanho
Comestivel,Almíscar,Branco,Cinzento,Gramados,Preto
Comestivel,Almíscar,Amarelo,Branco,Prados,Castanho
Comestivel,Nenhum,Castanho,Preto,Urbano,Preto
Comestivel,Almíscar,Castanho,Rosa,Gramados,Castanho
Comestivel,Almíscar,Branco,Cinzento,Prados,Preto
Comestivel,Anis,Amarelo,Cinzento,Gramados,Preto
Comestivel,Anis,Amarelo,Cinzento,Gramados,Preto
Comestivel,Almíscar,Amarelo,Branco,Caminhos,Castanho
Comestivel,Anis,Amarelo,Cinzento,Gramados,Preto
Comestivel,Almíscar,Branco,Branco,Prados,Preto
Comestivel,Almíscar,Branco,Castanho,Madeira/Árvores,Roxo
Comestivel,Nenhum,Cinzento,Preto,Urbano,Preto
Comestivel,Anis,Amarelo,Castanho,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Preto,Urbano,Preto
Comestivel,Nenhum,Castanho,Rosa,Urbano,Castanho
Comestivel,Almíscar,Branco,Branco,Gramados,Castanho
Comestivel,Almíscar,Branco,Rosa,Madeira/Árvores,Castanho
Comestivel,Anis,Amarelo,Castanho,Prados,Preto
Comestivel,Almíscar,Amarelo,Preto,Prados,Preto
Comestivel,Anis,Amarelo,Cinzento,Gramados,Preto
Comestivel,Anis,Branco,Rosa,Madeira/Árvores,Roxo
Comestivel,Nenhum,Cinzento,Cinzento,Urbano,Preto
Comestivel,Almíscar,Branco,Branco,Madeira/Árvores,Castanho
Comestivel,Almíscar,Amarelo,Rosa,Gramados,Preto
Comestivel,Anis,Branco,Branco,Prados,Castanho
Comestivel,Nenhum,Castanho,Rosa,Urbano,Castanho
Comestivel,Anis,Castanho,Castanho,Caminhos,Preto
Comestivel,Almíscar,Castanho,Castanho,Caminhos,Preto
Comestivel,Almíscar,Amarelo,Castanho,Madeira/Árvores,Roxo
Venenoso,Pungente,Castanho,Rosa,Gramados,Castanho
Venenoso,Pungente,Castanho,Preto,Urbano,Castanho
Comestivel,Anis,Castanho,Branco,Caminhos,Castanho
Comestivel,Almíscar,Amarelo,Branco,Gramados,Preto
Comestivel,Almíscar,Amarelo,Preto,Prados,Castanho
Comestivel,Nenhum,Branco,Chocolate-Claro,Gramados,Castanho
Comestivel,Almíscar,Castanho,Rosa,Gramados,Castanho
Comestivel,Almíscar,Branco,Castanho,Gramados,Castanho
Comestivel,Anis,Amarelo,Branco,Prados,Preto
Comestivel,Almíscar,Amarelo,Branco,Gramados,Castanho
Comestivel,Almíscar,Amarelo,Cinzento,Gramados,Preto
Comestivel,Anis,Branco,Cinzento,Prados,Preto
Comestivel,Almíscar,Amarelo,Branco,Prados,Preto
Comestivel,Almíscar,Amarelo,Branco,Gramados,Castanho
Venenoso,Pungente,Castanho,Castanho,Gramados,Castanho
Comestivel,Nenhum,Cinzento,Rosa,Gramados,Castanho
Comestivel,Nenhum,Castanho,Rosa,Gramados,Castanho
Comestivel,Almíscar,Branco,Castanho,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Rosa,Urbano,Castanho
Comestivel,Nenhum,Castanho,Preto,Urbano,Castanho
Comestivel,Almíscar,Amarelo,Preto,Gramados,Preto
Comestivel,Almíscar,Branco,Castanho,Madeira/Árvores,Roxo
Comestivel,Nenhum,Cinzento,Castanho,Urbano,Castanho
Comestivel,Nenhum,Castanho,Preto,Urbano,Castanho
Comestivel,Nenhum,Branco,Chocolate-Claro,Gramados,Castanho
Comestivel,Anis,Castanho,Castanho,Caminhos,Preto
Comestivel,Almíscar,Amarelo,Preto,Gramados,Preto
Comestivel,Anis,Branco,Preto,Gramados,Preto
Comestivel,Almíscar,Amarelo,Preto,Gramados,Castanho
Comestivel,Anis,Branco,Branco,Prados,Preto
Comestivel,Anis,Branco,Castanho,Gramados,Preto
Comestivel,Almíscar,Amarelo,Rosa,Caminhos,Castanho
Venenoso,Pungente,Castanho,Castanho,Urbano,Castanho
Comestivel,Nenhum,Cinzento,Castanho,Urbano,Preto
Comestivel,Anis,Amarelo,Branco,Gramados,Castanho
Comestivel,Almíscar,Castanho,Branco,Caminhos,Castanho
Comestivel,Almíscar,Amarelo,Preto,Prados,Castanho
Comestivel,Nenhum,Castanho,Preto,Urbano,Preto
Comestivel,Almíscar,Amarelo,Branco,Caminhos,Castanho
Comestivel,Almíscar,Castanho,Castanho,Caminhos,Castanho
Comestivel,Almíscar,Branco,Castanho,Gramados,Preto
Venenoso,Pungente,Branco,Castanho,Gramados,Preto
Comestivel,Anis,Castanho,Branco,Caminhos,Preto
Venenoso,Pungente,Castanho,Preto,Gramados,Preto
Comestivel,Nenhum,Branco,Preto,Gramados,Preto
Comestivel,Almíscar,Branco,Preto,Prados,Preto
Comestivel,Nenhum,Castanho,Rosa,Urbano,Preto
Comestivel,Anis,Amarelo,Cinzento,Prados,Castanho
Comestivel,Almíscar,Branco,Rosa,Madeira/Árvores,Roxo
Comestivel,Almíscar,Amarelo,Castanho,Prados,Preto
Comestivel,Nenhum,Cinzento,Rosa,Gramados,Preto
Venenoso,Pungente,Branco,Castanho,Gramados,Castanho
Comestivel,Almíscar,Amarelo,Rosa,Gramados,Preto
Comestivel,Nenhum,Castanho,Castanho,Gramados,Preto
Comestivel,Almíscar,Branco,Branco,Prados,Preto
Comestivel,Anis,Amarelo,Cinzento,Prados,Castanho
Comestivel,Nenhum,Cinzento,Cinzento,Urbano,Castanho
Comestivel,Anis,Amarelo,Rosa,Madeira/Árvores,Roxo
Comestivel,Almíscar,Amarelo,Cinzento,Prados,Castanho
Comestivel,Nenhum,Castanho,Castanho,Urbano,Castanho
Comestivel,Nenhum,Cinzento,Chocolate-Claro,Gramados,Castanho
Comestivel,Anis,Amarelo,Rosa,Caminhos,Preto
Comestivel,Anis,Branco,Rosa,Madeira/Árvores,Castanho
Comestivel,Anis,Amarelo,Preto,Gramados,Preto
Comestivel,Almíscar,Amarelo,Rosa,Caminhos,Preto
Venenoso,Pungente,Castanho,Preto,Urbano,Preto
Comestivel,Anis,Branco,Branco,Madeira/Árvores,Roxo
Comestivel,Anis,Branco,Branco,Gramados,Preto
Comestivel,Almíscar,Amarelo,Cinzento,Prados,Castanho
Comestivel,Almíscar,Amarelo,Cinzento,Gramados,Castanho
Comestivel,Almíscar,Amarelo,Branco,Madeira/Árvores,Roxo
Comestivel,Almíscar,Amarelo,Castanho,Madeira/Árvores,Roxo
Comestivel,Nenhum,Branco,Castanho,Gramados,Preto
Comestivel,Almíscar,Branco,Branco,Prados,Castanho
Venenoso,Pungente,Branco,Branco,Gramados,Preto
Comestivel,Almíscar,Amarelo,Cinzento,Gramados,Castanho
Comestivel,Nenhum,Cinzento,Preto,Gramados,Preto
Venenoso,Pungente,Castanho,Castanho,Gramados,Castanho
Comestivel,Almíscar,Branco,Branco,Prados,Preto
Comestivel,Almíscar,Branco,Preto,Prados,Preto
Comestivel,Anis,Amarelo,Castanho,Madeira/Árvores,Castanho
Comestivel,Almíscar,Amarelo,Preto,Gramados,Preto
Comestivel,Anis,Branco,Branco,Gramados,Preto
Comestivel,Almíscar,Castanho,Branco,Gramados,Castanho
Comestivel,Anis,Amarelo,Branco,Gramados,Castanho
Comestivel,Nenhum,Castanho,Rosa,Urbano,Castanho
Comestivel,Anis,Amarelo,Castanho,Gramados,Castanho
Comestivel,Anis,Amarelo,Branco,Gramados,Castanho
Venenoso,Pungente,Castanho,Branco,Gramados,Castanho
Comestivel,Almíscar,Branco,Cinzento,Prados,Castanho
Comestivel,Almíscar,Amarelo,Branco,Prados,Castanho
Comestivel,Anis,Branco,Preto,Gramados,Preto
Comestivel,Almíscar,Amarelo,Castanho,Gramados,Castanho
Comestivel,Almíscar,Amarelo,Branco,Gramados,Preto
Comestivel,Almíscar,Branco,Preto,Prados,Castanho
Comestivel,Nenhum,Cinzento,Cinzento,Urbano,Preto
Comestivel,Nenhum,Castanho,Castanho,Urbano,Preto
Comestivel,Nenhum,Cinzento,Castanho,Urbano,Preto
Comestivel,Almíscar,Branco,Castanho,Prados,Preto
Venenoso,Pungente,Branco,Preto,Urbano,Preto
Comestivel,Nenhum,Cinzento,Chocolate-Claro,Gramados,Preto
Comestivel,Anis,Amarelo,Cinzento,Gramados,Preto
Venenoso,Pungente,Branco,Preto,Gramados,Castanho
Comestivel,Almíscar,Amarelo,Cinzento,Prados,Preto
Venenoso,Pungente,Castanho,Rosa,Urbano,Preto
Comestivel,Anis,Amarelo,Castanho,Prados,Preto
Comestivel,Anis,Branco,Cinzento,Prados,Preto
Venenoso,Pungente,Branco,Rosa,Gramados,Castanho
Venenoso,Pungente,Castanho,Castanho,Urbano,Preto
Comestivel,Nenhum,Cinzento,Castanho,Gramados,Castanho
Comestivel,Anis,Castanho,Branco,Gramados,Castanho
Comestivel,Nenhum,Branco,Preto,Gramados,Castanho
Comestivel,Anis,Castanho,Castanho,Caminhos,Castanho
Comestivel,Anis,Branco,Branco,Prados,Preto
Comestivel,Almíscar,Branco,Castanho,Gramados,Preto
Comestivel,Nenhum,Cinzento,Castanho,Gramados,Castanho
Comestivel,Almíscar,Castanho,Castanho,Gramados,Preto
Comestivel,Anis,Branco,Branco,Prados,Preto
Comestivel,Nenhum,Cinzento,Castanho,Urbano,Preto
Comestivel,Nenhum,Castanho,Chocolate-Claro,Gramados,Castanho
Comestivel,Nenhum,Cinzento,Castanho,Gramados,Castanho
Comestivel,Nenhum,Branco,Rosa,Gramados,Preto
Venenoso,Pungente,Branco,Preto,Urbano,Castanho
Comestivel,Anis,Amarelo,Rosa,Gramados,Preto
Comestivel,Anis,Branco,Cinzento,Gramados,Preto
Comestivel,Nenhum,Cinzento,Rosa,Gramados,Preto
Comestivel,Anis,Branco,Cinzento,Gramados,Preto
Comestivel,Almíscar,Amarelo,Castanho,Prados,Castanho
Comestivel,Nenhum,Cinzento,Castanho,Urbano,Castanho
Comestivel,Anis,Amarelo,Rosa,Gramados,Preto
Comestivel,Anis,Branco,Branco,Gramados,Castanho
Comestivel,Anis,Branco,Castanho,Madeira/Árvores,Roxo
Comestivel,Almíscar,Amarelo,Castanho,Caminhos,Preto
Comestivel,Nenhum,Cinzento,Rosa,Urbano,Preto
Comestivel,Anis,Branco,Cinzento,Prados,Preto
Comestivel,Anis,Amarelo,Branco,Madeira/Árvores,Roxo
Comestivel,Nenhum,Cinzento,Rosa,Urbano,Preto
Comestivel,Almíscar,Branco,Cinzento,Gramados,Castanho
Comestivel,Almíscar,Branco,Preto,Gramados,Preto
Comestivel,Nenhum,Castanho,Castanho,Gramados,Castanho
Comestivel,Almíscar,Amarelo,Preto,Prados,Preto
Comestivel,Nenhum,Castanho,Castanho,Madeira/Árvores,Preto
Comestivel,Anis,Castanho,Castanho,Gramados,Preto
Comestivel,Almíscar,Castanho,Rosa,Gramados,Castanho
Comestivel,Almíscar,Amarelo,Branco,Prados,Castanho
Comestivel,Almíscar,Amarelo,Rosa,Gramados,Preto
Comestivel,Anis,Amarelo,Castanho,Prados,Preto
Comestivel,Nenhum,Castanho,Chocolate-Claro,Gramados,Preto
Comestivel,Almíscar,Branco,Cinzento,Prados,Preto
Comestivel,Anis,Amarelo,Branco,Prados,Preto
Comestivel,Almíscar,Castanho,Castanho,Gramados,Castanho
Comestivel,Anis,Castanho,Branco,Caminhos,Preto
Comestivel,Almíscar,Castanho,Branco,Gramados,Preto
Comestivel,Anis,Amarelo,Castanho,Caminhos,Preto
Comestivel,Anis,Amarelo,Castanho,Madeira/Árvores,Roxo
Comestivel,Almíscar,Branco,Cinzento,Prados,Preto
Comestivel,Anis,Branco,Preto,Prados,Preto
Comestivel,Almíscar,Amarelo,Castanho,Gramados,Preto
Comestivel,Anis,Branco,Rosa,Madeira/Árvores,Roxo
Comestivel,Almíscar,Amarelo,Castanho,Gramados,Preto
Comestivel,Anis,Amarelo,Castanho,Prados,Castanho
Comestivel,Almíscar,Amarelo,Branco,Gramados,Preto
Venenoso,Pungente,Castanho,Branco,Gramados,Preto
Venenoso,Pungente,Branco,Branco,Urbano,Preto
Comestivel,Anis,Amarelo,Cinzento,Gramados,Castanho
Comestivel,Nenhum,Branco,Preto,Gramados,Castanho
Comestivel,Almíscar,Amarelo,Cinzento,Gramados,Preto
Comestivel,Anis,Amarelo,Branco,Caminhos,Preto
Comestivel,Nenhum,Cinzento,Preto,Urbano,Castanho
Comestivel,Almíscar,Branco,Castanho,Gramados,Preto
Comestivel,Anis,Branco,Preto,Prados,Preto
Venenoso,Pungente,Castanho,Castanho,Gramados,Preto
Venenoso,Pungente,Castanho,Preto,Gramados,Castanho
Comestivel,Anis,Branco,Cinzento,Gramados,Castanho
Comestivel,Almíscar,Amarelo,Branco,Prados,Castanho
Comestivel,Almíscar,Castanho,Branco,Gramados,Castanho
Comestivel,Anis,Amarelo,Rosa,Gramados,Castanho
Comestivel,Anis,Amarelo,Castanho,Caminhos,Castanho
Comestivel,Almíscar,Branco,Branco,Gramados,Castanho
Comestivel,Almíscar,Amarelo,Preto,Gramados,Preto
Comestivel,Nenhum,Castanho,Rosa,Urbano,Castanho
Comestivel,Nenhum,Castanho,Rosa,Gramados,Preto
Comestivel,Anis,Amarelo,Branco,Madeira/Árvores,Roxo
Comestivel,Anis,Amarelo,Branco,Caminhos,Castanho
Comestivel,Nenhum,Castanho,Cinzento,Urbano,Preto
Comestivel,Nenhum,Cinzento,Preto,Urbano,Castanho
Comestivel,Anis,Castanho,Castanho,Gramados,Castanho
Comestivel,Anis,Amarelo,Branco,Caminhos,Castanho
Comestivel,Almíscar,Branco,Cinzento,Prados,Preto
Comestivel,Anis,Branco,Castanho,Madeira/Árvores,Castanho
Comestivel,Almíscar,Branco,Castanho,Prados,Castanho
Comestivel,Almíscar,Amarelo,Branco,Madeira/Árvores,Roxo
Comestivel,Almíscar,Amarelo,Branco,Gramados,Preto
Comestivel,Nenhum,Castanho,Rosa,Madeira/Árvores,Castanho
Comestivel,Almíscar,Branco,Cinzento,Prados,Preto
Comestivel,Nenhum,Cinzento,Preto,Urbano,Preto
Comestivel,Almíscar,Branco,Castanho,Prados,Castanho
Comestivel,Anis,Amarelo,Branco,Prados,Preto
Comestivel,Almíscar,Branco,Preto,Gramados,Preto
Comestivel,Almíscar,Amarelo,Branco,Gramados,Preto
Comestivel,Anis,Branco,Preto,Gramados,Preto
Comestivel,Almíscar,Castanho,Rosa,Caminhos,Castanho
Comestivel,Nenhum,Cinzento,Preto,Gramados,Castanho
Venenoso,Pungente,Castanho,Rosa,Gramados,Castanho
Comestivel,Almíscar,Branco,Castanho,Gramados,Castanho
Comestivel,Almíscar,Amarelo,Branco,Prados,Castanho
Venenoso,Pungente,Castanho,Branco,Gramados,Preto
Venenoso,Pungente,Castanho,Rosa,Urbano,Castanho
Comestivel,Nenhum,Castanho,Castanho,Gramados,Castanho
Venenoso,Pungente,Castanho,Branco,Gramados,Preto
Comestivel,Nenhum,Cinzento,Chocolate-Claro,Gramados,Castanho
Comestivel,Anis,Amarelo,Castanho,Caminhos,Preto
Comestivel,Anis,Branco,Preto,Prados,Preto
Comestivel,Anis,Amarelo,Rosa,Caminhos,Castanho
Comestivel,Anis,Amarelo,Rosa,Caminhos,Preto
Comestivel,Anis,Amarelo,Preto,Prados,Preto
Comestivel,Nenhum,Castanho,Rosa,Urbano,Preto
Comestivel,Almíscar,Branco,Preto,Prados,Castanho
Comestivel,Almíscar,Amarelo,Cinzento,Prados,Preto
Comestivel,Almíscar,Amarelo,Branco,Caminhos,Preto
Comestivel,Nenhum,Castanho,Rosa,Gramados,Castanho
Comestivel,Anis,Branco,Branco,Prados,Castanho
Comestivel,Anis,Amarelo,Branco,Gramados,Castanho
Comestivel,Anis,Amarelo,Preto,Gramados,Preto
Comestivel,Almíscar,Amarelo,Castanho,Prados,Castanho
Comestivel,Anis,Branco,Preto,Prados,Castanho
Comestivel,Almíscar,Amarelo,Castanho,Caminhos,Preto
Comestivel,Almíscar,Castanho,Castanho,Gramados,Castanho
Comestivel,Nenhum,Castanho,Cinzento,Urbano,Preto
Comestivel,Almíscar,Castanho,Castanho,Gramados,Castanho
Comestivel,Almíscar,Branco,Preto,Gramados,Preto
Comestivel,Anis,Amarelo,Branco,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Rosa,Gramados,Castanho
Comestivel,Almíscar,Amarelo,Castanho,Gramados,Preto
Venenoso,Pungente,Castanho,Preto,Gramados,Castanho
Comestivel,Anis,Branco,Branco,Gramados,Castanho
Comestivel,Nenhum,Branco,Chocolate-Claro,Gramados,Castanho
Comestivel,Almíscar,Branco,Castanho,Prados,Castanho
Comestivel,Anis,Branco,Branco,Prados,Preto
Comestivel,Anis,Amarelo,Branco,Gramados,Preto
Comestivel,Nenhum,Castanho,Castanho,Gramados,Castanho
Venenoso,Pungente,Branco,Preto,Gramados,Castanho
Venenoso,Pungente,Branco,Rosa,Urbano,Preto
Comestivel,Anis,Branco,Cinzento,Gramados,Preto
Comestivel,Almíscar,Branco,Branco,Gramados,Castanho
Comestivel,Almíscar,Branco,Branco,Madeira/Árvores,Castanho
Venenoso,Pungente,Branco,Branco,Urbano,Preto
Comestivel,Anis,Branco,Cinzento,Gramados,Preto
Comestivel,Nenhum,Cinzento,Rosa,Urbano,Preto
Comestivel,Nenhum,Castanho,Rosa,Urbano,Preto
Comestivel,Almíscar,Branco,Castanho,Prados,Preto
Comestivel,Almíscar,Castanho,Rosa,Gramados,Preto
Comestivel,Almíscar,Branco,Preto,Prados,Castanho
Comestivel,Anis,Amarelo,Castanho,Caminhos,Castanho
Comestivel,Anis,Branco,Castanho,Gramados,Castanho
Comestivel,Anis,Branco,Branco,Gramados,Castanho
Comestivel,Almíscar,Branco,Branco,Prados,Preto
Venenoso,Pungente,Castanho,Branco,Urbano,Castanho
Comestivel,Almíscar,Amarelo,Castanho,Madeira/Árvores,Roxo
Comestivel,Almíscar,Castanho,Castanho,Caminhos,Castanho
Comestivel,Anis,Amarelo,Preto,Gramados,Castanho
Comestivel,Almíscar,Branco,Castanho,Madeira/Árvores,Roxo
Comestivel,Anis,Amarelo,Branco,Gramados,Preto
Comestivel,Almíscar,Amarelo,Preto,Prados,Castanho
Comestivel,Almíscar,Amarelo,Castanho,Gramados,Preto
Comestivel,Anis,Amarelo,Castanho,Gramados,Castanho
Comestivel,Nenhum,Branco,Castanho,Gramados,Castanho
Comestivel,Almíscar,Amarelo,Branco,Prados,Castanho
Comestivel,Almíscar,Castanho,Castanho,Caminhos,Preto
Comestivel,Anis,Branco,Cinzento,Gramados,Castanho
Comestivel,Anis,Castanho,Rosa,Gramados,Preto
Comestivel,Anis,Branco,Cinzento,Gramados,Castanho
Comestivel,Nenhum,Castanho,Cinzento,Urbano,Castanho
Comestivel,Anis,Castanho,Branco,Caminhos,Preto
Comestivel,Nenhum,Cinzento,Preto,Gramados,Preto
Comestivel,Anis,Branco,Rosa,Madeira/Árvores,Castanho
Comestivel,Nenhum,Castanho,Cinzento,Urbano,Castanho
Comestivel,Almíscar,Amarelo,Cinzento,Prados,Castanho
Comestivel,Almíscar,Branco,Preto,Prados,Preto
Comestivel,Almíscar,Branco,Branco,Gramados,Castanho
Comestivel,Anis,Amarelo,Preto,Prados,Castanho
Comestivel,Almíscar,Amarelo,Preto,Prados,Preto
Comestivel,Almíscar,Amarelo,Rosa,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Chocolate-Claro,Gramados,Preto
Comestivel,Almíscar,Amarelo,Rosa,Gramados,Castanho
Venenoso,Pungente,Castanho,Preto,Urbano,Castanho
Comestivel,Almíscar,Castanho,Rosa,Gramados,Castanho
Comestivel,Anis,Amarelo,Castanho,Gramados,Castanho
Comestivel,Anis,Branco,Branco,Prados,Castanho
Comestivel,Almíscar,Amarelo,Branco,Prados,Preto
Comestivel,Nenhum,Castanho,Cinzento,Urbano,Preto
Comestivel,Anis,Amarelo,Branco,Prados,Preto
Comestivel,Anis,Branco,Castanho,Prados,Preto
Comestivel,Almíscar,Branco,Branco,Gramados,Preto
Venenoso,Pungente,Castanho,Branco,Gramados,Preto
Comestivel,Nenhum,Castanho,Castanho,Urbano,Preto
Comestivel,Anis,Amarelo,Branco,Gramados,Castanho
Venenoso,Pungente,Castanho,Preto,Gramados,Castanho
Comestivel,Anis,Amarelo,Rosa,Caminhos,Preto
Comestivel,Anis,Amarelo,Preto,Gramados,Castanho
Comestivel,Anis,Castanho,Rosa,Caminhos,Preto
Comestivel,Almíscar,Branco,Preto,Gramados,Preto
Comestivel,Almíscar,Amarelo,Castanho,Gramados,Castanho
Venenoso,Pungente,Castanho,Rosa,Gramados,Castanho
Venenoso,Pungente,Castanho,Castanho,Urbano,Castanho
Comestivel,Anis,Amarelo,Castanho,Gramados,Preto
Comestivel,Nenhum,Branco,Chocolate-Claro,Gramados,Preto
Venenoso,Pungente,Branco,Preto,Gramados,Castanho
Comestivel,Anis,Castanho,Branco,Caminhos,Castanho
Comestivel,Almíscar,Branco,Castanho,Prados,Preto
Comestivel,Almíscar,Amarelo,Branco,Gramados,Castanho
Venenoso,Pungente,Castanho,Castanho,Urbano,Castanho
Comestivel,Anis,Amarelo,Branco,Gramados,Preto
Comestivel,Almíscar,Branco,Preto,Gramados,Castanho
Comestivel,Anis,Amarelo,Branco,Gramados,Preto
Comestivel,Almíscar,Branco,Preto,Gramados,Preto
Comestivel,Almíscar,Amarelo,Rosa,Gramados,Preto
Comestivel,Anis,Amarelo,Castanho,Prados,Castanho
Comestivel,Anis,Amarelo,Rosa,Madeira/Árvores,Castanho
Comestivel,Almíscar,Amarelo,Cinzento,Prados,Preto
Comestivel,Almíscar,Amarelo,Castanho,Prados,Preto
Venenoso,Pungente,Branco,Rosa,Urbano,Preto
Venenoso,Pungente,Branco,Branco,Gramados,Castanho
Venenoso,Pungente,Castanho,Preto,Urbano,Preto
Comestivel,Almíscar,Branco,Castanho,Prados,Preto
Comestivel,Almíscar,Castanho,Rosa,Gramados,Preto
Comestivel,Almíscar,Amarelo,Castanho,Gramados,Preto
Comestivel,Almíscar,Branco,Branco,Madeira/Árvores,Castanho
Comestivel,Anis,Branco,Preto,Gramados,Castanho
Comestivel,Anis,Amarelo,Branco,Prados,Castanho
Comestivel,Nenhum,Cinzento,Preto,Urbano,Preto
Comestivel,Almíscar,Amarelo,Castanho,Prados,Preto
Comestivel,Anis,Branco,Cinzento,Gramados,Castanho
Comestivel,Almíscar,Castanho,Branco,Caminhos,Preto
Comestivel,Anis,Amarelo,Branco,Prados,Preto
Comestivel,Anis,Branco,Castanho,Madeira/Árvores,Castanho
Comestivel,Almíscar,Branco,Branco,Madeira/Árvores,Roxo
Comestivel,Anis,Branco,Cinzento,Prados,Castanho
Comestivel,Anis,Amarelo,Rosa,Madeira/Árvores,Roxo
Comestivel,Nenhum,Cinzento,Rosa,Urbano,Preto
Comestivel,Almíscar,Amarelo,Branco,Madeira/Árvores,Castanho
Comestivel,Anis,Castanho,Rosa,Gramados,Preto
Comestivel,Anis,Amarelo,Branco,Gramados,Castanho
Comestivel,Anis,Amarelo,Rosa,Caminhos,Castanho
Venenoso,Pungente,Castanho,Preto,Gramados,Castanho
Comestivel,Anis,Amarelo,Castanho,Prados,Castanho
Venenoso,Pungente,Branco,Rosa,Urbano,Castanho
Comestivel,Almíscar,Amarelo,Branco,Gramados,Preto
Comestivel,Almíscar,Branco,Branco,Gramados,Preto
Comestivel,Almíscar,Amarelo,Branco,Madeira/Árvores,Roxo
Venenoso,Pungente,Castanho,Branco,Gramados,Castanho
Comestivel,Almíscar,Branco,Castanho,Gramados,Castanho
Comestivel,Nenhum,Cinzento,Castanho,Urbano,Preto
Comestivel,Almíscar,Amarelo,Cinzento,Gramados,Preto
Comestivel,Nenhum,Cinzento,Preto,Gramados,Castanho
Comestivel,Almíscar,Amarelo,Castanho,Prados,Castanho
Comestivel,Anis,Branco,Cinzento,Gramados,Castanho
Comestivel,Anis,Amarelo,Preto,Prados,Castanho
Comestivel,Anis,Branco,Branco,Madeira/Árvores,Roxo
Comestivel,Anis,Branco,Preto,Gramados,Castanho
Comestivel,Almíscar,Castanho,Rosa,Gramados,Preto
Comestivel,Nenhum,Cinzento,Cinzento,Urbano,Castanho
Comestivel,Nenhum,Branco,Rosa,Gramados,Castanho
Comestivel,Nenhum,Castanho,Castanho,Urbano,Preto
Comestivel,Anis,Castanho,Rosa,Caminhos,Preto
Comestivel,Anis,Amarelo,Castanho,Madeira/Árvores,Roxo
Comestivel,Almíscar,Amarelo,Castanho,Gramados,Castanho
Comestivel,Almíscar,Amarelo,Preto,Prados,Preto
Venenoso,Pungente,Castanho,Rosa,Gramados,Preto
Comestivel,Anis,Castanho,Branco,Caminhos,Castanho
Comestivel,Almíscar,Amarelo,Branco,Gramados,Castanho
Comestivel,Almíscar,Amarelo,Rosa,Gramados,Castanho
Comestivel,Almíscar,Branco,Cinzento,Gramados,Castanho
Comestivel,Almíscar,Amarelo,Branco,Prados,Castanho
Comestivel,Anis,Amarelo,Preto,Gramados,Preto
Comestivel,Nenhum,Castanho,Castanho,Urbano,Castanho
Comestivel,Anis,Amarelo,Rosa,Caminhos,Castanho
Comestivel,Nenhum,Cinzento,Rosa,Urbano,Castanho
Comestivel,Anis,Amarelo,Preto,Gramados,Castanho
Comestivel,Almíscar,Castanho,Rosa,Caminhos,Preto
Comestivel,Anis,Amarelo,Branco,Gramados,Castanho
Comestivel,Almíscar,Amarelo,Preto,Prados,Castanho
Comestivel,Nenhum,Castanho,Castanho,Madeira/Árvores,Preto
Comestivel,Almíscar,Branco,Castanho,Prados,Castanho
Comestivel,Anis,Amarelo,Rosa,Caminhos,Castanho
Comestivel,Almíscar,Branco,Preto,Prados,Castanho
Comestivel,Anis,Branco,Preto,Gramados,Preto
Comestivel,Anis,Amarelo,Branco,Gramados,Castanho
Comestivel,Anis,Amarelo,Castanho,Gramados,Castanho
Comestivel,Almíscar,Branco,Branco,Madeira/Árvores,Castanho
Comestivel,Nenhum,Cinzento,Castanho,Gramados,Castanho
Comestivel,Almíscar,Branco,Branco,Gramados,Preto
Comestivel,Anis,Branco,Castanho,Gramados,Preto
Comestivel,Anis,Amarelo,Castanho,Gramados,Preto
Comestivel,Almíscar,Branco,Rosa,Madeira/Árvores,Roxo
Comestivel,Almíscar,Amarelo,Castanho,Gramados,Castanho
Comestivel,Almíscar,Amarelo,Castanho,Gramados,Castanho
Comestivel,Almíscar,Amarelo,Branco,Caminhos,Preto
Comestivel,Anis,Amarelo,Cinzento,Gramados,Castanho
Comestivel,Nenhum,Castanho,Roxo,Madeira/Árvores,Castanho
Comestivel,Anis,Amarelo,Rosa,Gramados,Preto
Comestivel,Almíscar,Branco,Castanho,Gramados,Preto
